BinCode,BankCode,BankName,CardType,CardTypeId, Organization,OrganizationId,IsCommercialCard,IsSupportInstallment,IsActive
404591,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
407814,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,VISA,1,false,false,true
413226,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
434528,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
434529,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,VISA,1,false,false,true
439561,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,VISA,1,false,false,true
444676,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
444677,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
444678,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
447504,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,VISA,1,false,false,true
454671,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
511885,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
487149,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,VISA,1,false,false,true
487148,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,VISA,1,false,false,true
487147,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,true,false,true
487146,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
482465,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,VISA,1,false,false,true
476619,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,VISA,1,false,false,true
469884,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,true,false,true
460952,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,VISA,1,false,false,true
454674,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
454673,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,true,false,true
454672,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,VISA,1,false,false,true
527682,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
527737,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,true,false,true
528208,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
530905,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
531102,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
533154,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
534981,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
535735,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
537470,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
540130,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
540134,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
542374,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
542941,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
546957,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
547287,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,true,false,true
549449,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
650083,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,TROY,3,false,false,true
650268,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,TROY,3,false,false,true
650273,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,TROY,3,false,false,true
650274,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,TROY,3,false,false,true
676123,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,TROY,3,false,false,true
676124,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,TROY,3,false,false,true
979217,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,TROY,3,false,false,true
979280,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,TROY,3,false,false,true
516932,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
525329,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
512440,10,T.C.ZİRAAT BANKASI A.Ş.,D,2,MASTER,2,false,false,true
523529,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
513662,10,T.C.ZİRAAT BANKASI A.Ş.,C,1,MASTER,2,false,false,true
537500,12,T.HALK BANKASI A.Ş.,D,2,MASTER,2,true,false,true
543081,12,T.HALK BANKASI A.Ş.,C,1,MASTER,2,false,false,true
552879,12,T.HALK BANKASI A.Ş.,C,1,MASTER,2,true,false,true
639001,12,T.HALK BANKASI A.Ş.,D,2,TROY,3,false,false,true
676258,12,T.HALK BANKASI A.Ş.,D,2,TROY,3,false,false,true
979210,12,T.HALK BANKASI A.Ş.,C,1,TROY,3,false,false,true
979212,12,T.HALK BANKASI A.Ş.,D,2,TROY,3,false,false,true
979238,12,T.HALK BANKASI A.Ş.,D,2,TROY,3,false,false,true
526290,12,T.HALK BANKASI A.Ş.,D,2,MASTER,2,false,false,true
401049,12,T.HALK BANKASI A.Ş.,D,2,VISA,1,false,false,true
415514,12,T.HALK BANKASI A.Ş.,C,1,VISA,1,false,false,true
415515,12,T.HALK BANKASI A.Ş.,D,2,VISA,1,false,false,true
416607,12,T.HALK BANKASI A.Ş.,C,1,VISA,1,false,false,true
421030,12,T.HALK BANKASI A.Ş.,D,2,VISA,1,true,false,true
979245,12,T.HALK BANKASI A.Ş.,C,1,TROY,3,false,false,true
979244,12,T.HALK BANKASI A.Ş.,C,1,TROY,3,false,false,true
423480,12,T.HALK BANKASI A.Ş.,C,1,VISA,1,false,false,true
447505,12,T.HALK BANKASI A.Ş.,D,2,VISA,1,false,false,true
451454,12,T.HALK BANKASI A.Ş.,D,2,VISA,1,false,false,true
456944,12,T.HALK BANKASI A.Ş.,C,1,VISA,1,true,false,true
466260,12,T.HALK BANKASI A.Ş.,D,2,VISA,1,false,false,true
478551,12,T.HALK BANKASI A.Ş.,D,2,VISA,1,true,false,true
492094,12,T.HALK BANKASI A.Ş.,C,1,VISA,1,false,false,true
492095,12,T.HALK BANKASI A.Ş.,C,1,VISA,1,false,false,true
498852,12,T.HALK BANKASI A.Ş.,C,1,VISA,1,true,false,true
499821,12,T.HALK BANKASI A.Ş.,D,2,VISA,1,false,false,true
510056,12,T.HALK BANKASI A.Ş.,C,1,MASTER,2,false,false,true
521378,12,T.HALK BANKASI A.Ş.,C,1,MASTER,2,false,false,true
526289,12,T.HALK BANKASI A.Ş.,D,2,MASTER,2,false,false,true
527284,12,T.HALK BANKASI A.Ş.,C,1,MASTER,2,true,false,true
535241,12,T.HALK BANKASI A.Ş.,D,2,MASTER,2,false,false,true
536503,12,T.HALK BANKASI A.Ş.,C,1,MASTER,2,false,false,true
540435,12,T.HALK BANKASI A.Ş.,C,1,MASTER,2,false,false,true
415792,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
416757,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
423478,15,T.VAKIFLAR BANKASI T.A.O.,D,2,VISA,1,false,false,true
428945,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,true,false,true
434530,15,T.VAKIFLAR BANKASI T.A.O.,D,2,VISA,1,true,false,true
434724,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
442671,15,T.VAKIFLAR BANKASI T.A.O.,D,2,VISA,1,false,false,true
459252,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,true,false,true
479909,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
483612,15,T.VAKIFLAR BANKASI T.A.O.,D,2,VISA,1,false,false,true
491005,15,T.VAKIFLAR BANKASI T.A.O.,D,2,VISA,1,false,false,true
493840,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
493841,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
493846,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
520017,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,false,false,true
522441,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,true,false,true
531369,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,false,false,true
535576,15,T.VAKIFLAR BANKASI T.A.O.,D,2,MASTER,2,false,false,true
535775,15,T.VAKIFLAR BANKASI T.A.O.,D,2,MASTER,2,false,false,true
540045,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,false,false,true
540046,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,false,false,true
542119,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,false,false,true
542798,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,false,false,true
979256,15,T.VAKIFLAR BANKASI T.A.O.,D,2,TROY,3,false,false,true
979209,15,T.VAKIFLAR BANKASI T.A.O.,D,2,TROY,3,false,false,true
650170,15,T.VAKIFLAR BANKASI T.A.O.,C,1,TROY,3,false,false,true
650052,15,T.VAKIFLAR BANKASI T.A.O.,D,2,TROY,3,false,false,true
589311,15,T.VAKIFLAR BANKASI T.A.O.,D,2,MASTER,2,false,false,true
555467,15,T.VAKIFLAR BANKASI T.A.O.,D,2,MASTER,2,false,false,true
554548,15,T.VAKIFLAR BANKASI T.A.O.,D,2,MASTER,2,false,false,true
552101,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,false,false,true
547244,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,true,false,true
542804,15,T.VAKIFLAR BANKASI T.A.O.,C,1,MASTER,2,false,false,true
537504,15,T.VAKIFLAR BANKASI T.A.O.,D,2,MASTER,2,true,false,true
409084,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
402940,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
411724,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
411942,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
411943,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
411944,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
411979,15,T.VAKIFLAR BANKASI T.A.O.,C,1,VISA,1,false,false,true
497022,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
489495,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
489494,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
479227,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
469188,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
459026,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
455645,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
450918,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
447503,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
979264,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,TROY,3,false,false,true
979223,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,TROY,3,false,false,true
676578,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,TROY,3,false,false,true
676406,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,TROY,3,false,false,true
606329,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,TROY,3,false,false,true
553090,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,true,false,true
552207,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
550449,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
549998,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
547985,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,true,false,true
545148,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
545124,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
537537,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,MASTER,2,false,false,true
542259,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
535217,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,MASTER,2,false,false,true
440293,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
440273,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
440247,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
439845,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
438040,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
427707,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
427308,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
416563,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
416350,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
413528,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
406015,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
404350,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
404315,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
402459,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
402458,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
402142,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,VISA,1,true,false,true
440274,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
440294,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,VISA,1,true,false,true
534538,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
440295,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
532581,32,TÜRK EKONOMİ BANKASI A.Ş.,D,2,MASTER,2,false,false,true
531531,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
530853,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
528926,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
528920,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
525314,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
524840,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
524839,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
524346,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,true,false,true
519780,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,true,false,true
512803,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
512753,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
510221,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
510139,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
510138,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
489496,32,TÜRK EKONOMİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
432071,46,AKBANK T.A.Ş.,C,1,VISA,1,false,false,true
516840,46,AKBANK T.A.Ş.,D,2,MASTER,2,false,false,true
535280,46,AKBANK T.A.Ş.,D,2,MASTER,2,true,false,true
535449,46,AKBANK T.A.Ş.,D,2,MASTER,2,false,false,true
550383,46,AKBANK T.A.Ş.,C,1,MASTER,2,false,false,true
553056,46,AKBANK T.A.Ş.,C,1,MASTER,2,true,false,true
557113,46,AKBANK T.A.Ş.,C,1,MASTER,2,false,false,true
557829,46,AKBANK T.A.Ş.,C,1,MASTER,2,false,false,true
589004,46,AKBANK T.A.Ş.,D,2,MASTER,2,false,false,true
979206,46,AKBANK T.A.Ş.,C,1,TROY,3,false,false,true
534253,46,AKBANK T.A.Ş.,C,1,MASTER,2,false,false,true
979207,46,AKBANK T.A.Ş.,C,1,TROY,3,true,false,true
979208,46,AKBANK T.A.Ş.,D,2,TROY,3,false,false,true
516841,46,AKBANK T.A.Ş.,D,2,MASTER,2,false,false,true
516643,46,AKBANK T.A.Ş.,D,2,MASTER,2,false,false,true
512754,46,AKBANK T.A.Ş.,C,1,MASTER,2,false,false,true
493837,46,AKBANK T.A.Ş.,C,1,VISA,1,false,false,true
479681,46,AKBANK T.A.Ş.,D,2,VISA,1,false,false,true
479680,46,AKBANK T.A.Ş.,C,1,VISA,1,false,false,true
474854,46,AKBANK T.A.Ş.,D,2,VISA,1,false,false,true
474853,46,AKBANK T.A.Ş.,D,2,VISA,1,false,false,true
435509,46,AKBANK T.A.Ş.,C,1,VISA,1,false,false,true
435508,46,AKBANK T.A.Ş.,C,1,VISA,1,false,false,true
432072,46,AKBANK T.A.Ş.,C,1,VISA,1,false,false,true
520932,46,AKBANK T.A.Ş.,C,1,MASTER,2,false,false,true
425669,46,AKBANK T.A.Ş.,C,1,VISA,1,true,false,true
413252,46,AKBANK T.A.Ş.,C,1,VISA,1,false,false,true
524347,46,AKBANK T.A.Ş.,C,1,MASTER,2,false,false,true
521942,46,AKBANK T.A.Ş.,D,2,MASTER,2,false,false,true
521807,46,AKBANK T.A.Ş.,C,1,MASTER,2,false,false,true
552608,46,AKBANK T.A.Ş.,C,1,MASTER,2,true,false,true
552609,46,AKBANK T.A.Ş.,C,1,MASTER,2,true,false,true
521394,59,ŞEKERBANK T.A.Ş.,C,1,MASTER,2,false,false,true
525404,59,ŞEKERBANK T.A.Ş.,C,1,MASTER,2,false,false,true
530866,59,ŞEKERBANK T.A.Ş.,C,1,MASTER,2,false,false,true
547311,59,ŞEKERBANK T.A.Ş.,C,1,MASTER,2,true,false,true
549208,59,ŞEKERBANK T.A.Ş.,C,1,MASTER,2,false,false,true
549394,59,ŞEKERBANK T.A.Ş.,C,1,MASTER,2,false,false,true
589713,59,ŞEKERBANK T.A.Ş.,D,2,MASTER,2,false,false,true
650175,59,ŞEKERBANK T.A.Ş.,C,1,TROY,3,false,false,true
676832,59,ŞEKERBANK T.A.Ş.,D,2,TROY,3,false,false,true
979211,59,ŞEKERBANK T.A.Ş.,D,2,TROY,3,false,false,true
979268,59,ŞEKERBANK T.A.Ş.,D,2,TROY,3,false,false,true
411156,59,ŞEKERBANK T.A.Ş.,C,1,VISA,1,false,false,true
411158,59,ŞEKERBANK T.A.Ş.,C,1,VISA,1,false,false,true
411159,59,ŞEKERBANK T.A.Ş.,C,1,VISA,1,true,false,true
411160,59,ŞEKERBANK T.A.Ş.,C,1,VISA,1,false,false,true
421086,59,ŞEKERBANK T.A.Ş.,D,2,VISA,1,false,false,true
423833,59,ŞEKERBANK T.A.Ş.,D,2,VISA,1,false,false,true
519753,59,ŞEKERBANK T.A.Ş.,C,1,MASTER,2,true,false,true
494064,59,ŞEKERBANK T.A.Ş.,C,1,VISA,1,false,false,true
459068,59,ŞEKERBANK T.A.Ş.,D,2,VISA,1,false,false,true
489401,59,ŞEKERBANK T.A.Ş.,D,2,VISA,1,true,false,true
411157,59,ŞEKERBANK T.A.Ş.,C,1,VISA,1,false,false,true
516846,59,ŞEKERBANK T.A.Ş.,D,2,MASTER,2,true,false,true
403836,59,ŞEKERBANK T.A.Ş.,C,1,VISA,1,true,false,true
409622,59,ŞEKERBANK T.A.Ş.,C,1,VISA,1,false,false,true
520988,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
521824,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
521825,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
522204,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
524659,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
526955,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
528939,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
528956,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
533169,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,true,false,true
534261,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
535429,62,T.GARANTİ BANKASI A.Ş.,D,2,MASTER,2,false,false,true
535488,62,T.GARANTİ BANKASI A.Ş.,D,2,MASTER,2,true,false,true
537829,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
538121,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
538124,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
538139,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,true,false,true
538196,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
540036,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
540037,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,true,false,true
540118,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
517042,62,T.GARANTİ BANKASI A.Ş.,D,2,MASTER,2,false,false,true
517041,62,T.GARANTİ BANKASI A.Ş.,D,2,MASTER,2,false,false,true
517040,62,T.GARANTİ BANKASI A.Ş.,D,2,MASTER,2,false,false,true
516961,62,T.GARANTİ BANKASI A.Ş.,D,2,MASTER,2,false,false,true
432954,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
448472,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
462274,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
467293,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
467294,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
467295,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
474151,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
474215,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
479682,62,T.GARANTİ BANKASI A.Ş.,D,2,VISA,1,true,false,true
479660,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
482489,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
482491,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
487074,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
487075,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
489455,62,T.GARANTİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
489478,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
479661,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
622403,62,T.GARANTİ BANKASI A.Ş.,C,1,TROY,3,true,false,true
542030,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
541865,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
540709,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
540669,62,T.GARANTİ BANKASI A.Ş.,C,1,MASTER,2,false,false,true
377137,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,true,false,true
377596,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,true,false,true
377597,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
377598,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
377599,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
401738,62,T.GARANTİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
403280,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
403666,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
404308,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
405051,62,T.GARANTİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
405090,62,T.GARANTİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
406665,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
406666,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
409219,62,T.GARANTİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
410141,62,T.GARANTİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
413836,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
420557,62,T.GARANTİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
426886,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
426887,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
426888,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
426889,62,T.GARANTİ BANKASI A.Ş.,D,2,VISA,1,false,false,true
427314,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
427315,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,true,false,true
428220,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
428221,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
375631,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
432154,62,T.GARANTİ BANKASI A.Ş.,C,1,VISA,1,false,false,true
375630,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
375628,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
374421,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,true,false,true
374422,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
374423,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,true,false,true
374424,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
374425,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,true,false,true
374426,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,true,false,true
374427,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
374428,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
375622,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
375623,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
375624,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
375625,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,true,false,true
375626,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,true,false,true
375627,62,T.GARANTİ BANKASI A.Ş.,C,1,AMEX,4,false,false,true
